,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
10,2010-12-15-a,2010-12-15-a_000010,Constantino Teodoro Bautista,"yo3o3 su'1ma4 ku4u4 su'1ma(4)=on4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","yo3o3 su'1ma4 ku4u4 su'1ma(4)=on4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","""¿De quién es tu cola gatita?"", le preguntó su hermano.","<i>ta1si1 ndu13-ndi14i2 nda'3a4 ta1si1 ndu13-ndi14i2 xa'1a4 ta1si1 ndu13-ndi14i2 yu'3u4 ta1si1 ndu13-ndi14i2 i3ki4</i>, ta1si1 xi4xi1 nda'3a4 ta1si1 xi4xi1 i3ki4</i>, ta1si1 ka4sun2 nda'3a4 ta1si1 ka4sun2 xa'1a4 ta1si1 ni1i1 ta1si1 nda3kwa4</i>",na1 ni1-xi1ta1 nda'3a4 ku4u4 na1 ni1-xi1ta1 i3ni2 ku4u4 na1 ni1-xi1ta1 i3ni2 ku4u4 na1 ni1-xi1ta1 i3ni2 ku4u4 na1 ni1-xi1ta1 i3ni2 ku4u4 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1
11,2010-12-15-a,2010-12-15-a_000011,Constantino Teodoro Bautista,"a4su3 ndi4 *cuchara** ka4chi'3i3 ña4 Ñu4la2 ña'1a3 xi4xi3 ta1 kan3to4ri2 ku4u(4)=a2, ka4chi2=an4 so'3o3 ji'4in4=ra3,","a4su3 ndi4 cuchara ka4chi'3i3 ña4 Ñu4la2 ña'1a3 xi4xi3 ta1 kan3to4ri2 ku4u(4)=a2, ka4chi2=an4 so'3o3 ji'4in4=ra3,","""Pues es la cuchara con que Ñula sirve la comida para el cantor"", le dijo ella.","Me mandaban a cazar, cuando iban a entrar me mandaban mensajes, y cuando iban al monte me mandaban mensajes para que yo volviera a verlos, ahí donde iban a echar sus crías.",na1 ni1-ka'3an3 nu14u3 ku4u4=na2 na1 ni1-ka'3an3 nu14u3 ku4u4=na2 na1 ni1-ndo'3o3 ke4e13=na2 na1 ni1-ka'3an3 ndu13xan3 nda'3a4=na2 na1 ni1-ka'3an3 nda'3a4=na2 na1 ni1-ka'3an3 nda'3a4=na2 na1 ni1-ka'3an3 nda'3a4=na2 na1 ni1-ka'3an3 nda'3a4=na2 na1 ni1-ka'3an3 nda'3a4=na2
12,2010-12-15-a,2010-12-15-a_000012,Constantino Teodoro Bautista,"ja143 ka'4an2=ra1 ji'4in(4)=an4 ndi4, yo3o3 i3xi4 i3in4 ku4u4 i3xi4 i3in(4)=un4 ran4 mi4chun2","ja143 ka'4an2=ra1 ji'4in(4)=an4 ndi4, yo3o3 i3xi4 i3in4 ku4u4 i3xi4 i3in(4)=un4 ran4 mi4chun2","Luego su hermano le dijo, ""¿De quién son tus bellos gatita?"".","tú que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien, que hablaste bien.","yu3ku4 nda4-na3ma3 i1ta3 nda4-na3ma3 i3su2 ndi4 yo'4o1 ku4u4 mi3i4 ba(3)=e3, bi3tin3 ndi4 ta1 nda3-na3ma3 ku4u4 ta1 kan4, ta1 kan4 ku4u4 ta1 ndu3-ba'1a3 i3ni2=ra1 ku4u4 ta1 kan4 ku4u4 ta1 kan4 ku4u4 ta1 kan4 ku4u4 ta1 kan4 ku4u4 ta1 kan4 ku4u4 ta1 kan4 ku"
13,2010-12-15-a,2010-12-15-a_000013,Constantino Teodoro Bautista,"a4su3 ndi4 ti1ka4chi4 u1bi1 nu14u3 ndi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ña4 Ñu4la2 ku4u(4)=a2, ka4chi2 tu3ku(3)=an4 nda13-kwi3in(3)=an4 yu'3u4=ra3","a4su3 ndi4 ti1ka4chi4 u1bi1 nu14u3 ndi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ña4 Ñu4la2 ku4u(4)=a2, ka4chi2 tu3ku(3)=an4 nda13-kwi3in(3)=an4 yu'3u4=ra3","""Pues es la cobija de doble vista con que se tapa el cantor y su hermana Ñula"", le contestó su hermana.","mira, habla en este lugar, habla en este lugar, habla en este lugar, habla en este lugar, habla en este lugar, habla en este lugar, habla en este lugar.","ndo'4o1 ku4u4 sa1bi4 kwa4an2 ndo'4o1 ku4u4 sa1bi4 nda4a4 ndo'4o1, ndo'4o1 ku4u4 sa1bi4 kwa4an2 ndo'4o1, ndo'4o1 ku4u4 sa1bi4 nda4a4 ndo'4o1, ndo'4o1 ku4u4 sa1bi4 kwa4an2 ndo'4o1, ndo'4o1 ku4u4 sa1bi4 nda4a4 ndo'4o1,"
14,2010-12-15-a,2010-12-15-a_000014,Constantino Teodoro Bautista,"ku4u4=na2 na1 ba4li4 ka'4an2, ka'4an2=ra1 ji'4in4 ku'1ba3=ra2 tan3 nda4-kwi3in(3)=an4, i3kan4 ka'4an2=ra1 ji'4in(4)=an4 ndi4","ku4u4=na2 na1 ba4li4 ka'4an2, ka'4an2=ra1 ji'4in4 ku'1ba3=ra2 tan3 nda4-kwi3in(3)=an4, i3kan4 ka'4an2=ra1 ji'4in(4)=an4 ndi4","Eran niños, y le enseñ+o a su hermana a jugar con estas frases, él preguntando y ella contestando. Él le dijo,","si nos ayudan a preparar esa bebida, cuatro veces se ayudan a preparar esa bebida para llevar aguardiente, así le dicen, aquí en el arroyo hay todo tipo de sillas, desde la casa hasta el patio.",Ji1ni4=a2 ku'4u2 ji1ni4=a2 ku'4u2 ji1ni4=a2 ku'4u2 ji1ni4=a2 ku'4u2 ji1ni4=a2 ku'4u2 ji1ni4=a2 ku'4u2 ji1ni4=a2 ku'4u2 ji1ni4=a2 ku'4u2 ji1ni4=a2 ku'4u2 ji1ni4=a2 mi4i4 i4ndu'3u4 se'1e3=2 nda'3a4 ánima ni1-ka3ni(3)=a2 mi4i4
15,2010-12-15-a,2010-12-15-a_000015,Constantino Teodoro Bautista,"yo3o3 nda'3a4 ku4u4 nda'3a(4)=on4 ran4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","yo3o3 nda'3a4 ku4u4 nda'3a(4)=on4 ran4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","""¿De quién es tu mano, pues gatita?"",","me tocó la mano, me tocó el pie, me tocó la boca, me tocó la mano, y ahora he visto algo que vive, algo que vive, algo que está vivo, algo que está vivo.",U1xi1 nu14u3 yu3bi4 tan3 u1xi1 ta3yu2 ndo'4o1 na1 ba'14a4 bi3tin3 ndi4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4 ku1sun1=ndo4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4 ku1nu'1u4=ndo4
16,2010-12-15-a,2010-12-15-a_000016,Constantino Teodoro Bautista,a4su3 ndi4 xa'1a4 tun4 *mesa** xi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ku4u(4)=a2 ka4chi2=an4 so'3o3,a4su3 ndi4 xa'1a4 tun4 mesa xi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ku4u(4)=a2 ka4chi2=an4 so'3o3,"Pues son las patitas de la mesa donde el cantor come con su hermana"", le contestó ella.","nueve petates, nueve sillas, ustedes los hombres malos, ahora primero ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir, ayúdanos a combatir,","i3kan4 nda3-ndu3ku4 tu3ku(3)=e4=e2 tan3 i3kan4 ka'1an1 tu3ku(3)=e4 ji'4in4=na2 ndi4 ka'1an1 ba'1a3=ndo4 ka'1an1 ba'1a3=ndo4 ka'1an1 ba'1a3=ndo4 ka'1an1 nde3e4 i3ni2=ndo4 ka'1an1 nde3e4 i3ni2=ndo4, bi3tin3 ndi4 be'3e3 ka'4nu3 be'3e3 consulta,"
17,2010-12-15-a,2010-12-15-a_000017,Constantino Teodoro Bautista,"tan42 i3in3 tan42 i3in3 tu'1un3 kan4 ka'4an2=ra1 tan3, ji'4in4 ku'1ba3=ra2 nda4-kwi3in(3)=an4 ka4chi2=an4, ka4chi2=ra1 ji'4in(4)=an4 ndi4","tan42 i3in3 tan42 i3in3 tu'1un3 kan4 ka'4an2=ra1 tan3, ji'4in4 ku'1ba3=ra2 nda4-kwi3in(3)=an4 ka4chi2=an4, ka4chi2=ra1 ji'4in(4)=an4 ndi4","A cada frase que su hermano decía ella contestaba. Luego él le preguntó,","Dices que te enseñó a San Miguel, y ahora platícanos qué otras personas te enseñaron, qué te enseñaron, todo lo que aprendiste.","I4yo(2)=a2 kan4 ka4chi2=ra1, be'3e3 nu14u3 be'3e3 nda3tu2 ka4chi2=ra1, bi3tin3 ku3ni2=yu(1)=a1 bi3tin3 ku3ni2=yu(1)=a1 nda4a2 ba42 i4yo(2)=a2 bi3tin3 ku3ni2=yu(1)=a1 tan3 i3kan4 nda3-kwi3in(3)=o4 nda3tu'4un(4)=e4 ji'4in4 na1 ni1-ka'1an(1)=e4 ji'4in4="
18,2010-12-15-a,2010-12-15-a_000018,Constantino Teodoro Bautista,yo3o3 nu'1u3 ku4u4 nu'1u(3)=un4 ran4 mi4chun2,yo3o3 nu'1u3 ku4u4 nu'1u(3)=un4 ran4 mi4chun2,"""¿De quién son tus dientes gatita?""","Eso no es bueno, eso no es bueno, eso no es bueno, eso no es bueno, eso no es bueno, eso no es bueno.",Ta3ba4=ndo4=a2 ji1ni4 xi4xi1 ta3ba4=ndo4=a2 ji1ni4 ka4ta4 ta3ba4=ndo4=a2 ji1ni4 ka4ta4 ta3ba4=ndo4=a2 ji1ni4 ka4ta4 ta3ba4=ndo4=a2 ji1ni4 ndi4so3 ki3ti4 ta3ba4=ndo4=a2 ji1ni4 ndi4so3 kwe'1e1 ta4ba4=e2 ji1ni4 ndi4so3
19,2010-12-15-a,2010-12-15-a_000019,Constantino Teodoro Bautista,"a4su3 ndi4 bi1ka1 i3ki4 ka4chi'3i3 ña4 Ñu4la2 ji1ni(4)=an4 ku4u4=run4,ka4chi2=an4 so'3o3 chi2","a4su3 ndi4 bi1ka1 i3ki4 ka4chi'3i3 ña4 Ñu4la2 ji1ni(4)=an4 ku4u4=run4,ka4chi2=an4 so'3o3 chi2","""Pues es el peine de huesos con que Ñula se peina"", contestaba ella.","Y ahí se va a guardar, en la casa de los muertos, en la casa de los muertos, ahí se va a guardar, ahí se va a guardar. Ahí se va a guardar el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu. Ahí se encuentra el espíritu.","Ya1 ma'14ñu3 yu3bi2 ka'4nu3 yo'4o4 nde4ta(3)=on4 ta4xi3 na3ni2=un4 ta4xi3 na3ni2=un4, u1xi1 u1ni1 ta3yu2 u1xi1 u1ni1 ta3yu2 ko3ndo(3)=a2 yu3ba2 ko3ndo(3)=a2 yu3ba2 ko3ndo(3)=a2 yu3ba2 ko3ndo(3)=a2 yu3ba2 ko3ndo(3)=a2 yu3ba2 ko3ndo(3)=a2 yu3ba2 ko3ndo("
20,2010-12-15-a,2010-12-15-a_000020,Constantino Teodoro Bautista,"nda4-kwi3in(3)=an4 yu'3u4 kan3to4ri2 ku'1ba(3)=en4 ndi4 kan3to4ri2 ku4u4 ta1 kan4 tan3, tan3 ña4 kan4 ndi4","nda4-kwi3in(3)=an4 yu'3u4 kan3to4ri2 ku'1ba(3)=en4 ndi4 kan3to4ri2 ku4u4 ta1 kan4 tan3, tan3 ña4 kan4 ndi4","Ella le contestaba así a su hermano el cantor, porque él era un cantor y ella,","porque escuchaste que nacieron las vainas de la casa, escuchaste que nacieron las vainas de la casa, escuchaste que nacieron las vainas de la casa, escuchaste que nacieron las vainas de la casa, escuchaste que nacieron las vainas de la casa, escuchaste que te encerraron.","yo'4o4 nde4e4 na1 ta4u3ni2, ku1mi4 ku1mi4 ndo'4o1 na1 ta4u3ni2 padre na1 ta4u3ni2 si'3i4 na1 ka'4an2 nde3e3 ka'4an2 nde3e3 ka'4an2 nde3e3 ka'4an2 nde3e3 ka'4an2 nde3e3 ka'4an2 nde3e3 ka'4an2 nde3e3."
21,2010-12-15-a,2010-12-15-a_000021,Constantino Teodoro Bautista,mi4chun2 ka4chi2=ra1 ji'4in(4)=an4 ndi4 ña4 Ñu4la2 na3ni4 ku'1ba3=ra2 ku4u4=na2 na1 ba4li4 tan3,mi4chun2 ka4chi2=ra1 ji'4in(4)=an4 ndi4 ña4 Ñu4la2 na3ni4 ku'1ba3=ra2 ku4u4=na2 na1 ba4li4 tan3,"a ella él le decía gatita, pero su hermana se llamaba Ñula, eran niños pequeños","Y las personas que me dicen cosas buenas me van a ayudar, ellos me van a ayudar porque me van a ayudar, pero si alguien me dice cosas malas yo ya no voy a ir con ellos.",Yo'4o4 ba42 nde4ta3 yo'4o1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14
22,2010-12-15-a,2010-12-15-a_000022,Constantino Teodoro Bautista,"nde4e4=na2 be'3e3=na2 tan3 ka'4an2=ra1 ji'4in(4)=an4 ku4u4=ña4, ku4u4=na2 na1 nda'4bi2","nde4e4=na2 be'3e3=na2 tan3 ka'4an2=ra1 ji'4in(4)=an4 ku4u4=ña4, ku4u4=na2 na1 nda'4bi2",que jugaban en sus casas pues eran niños huérfanos.,"en el centro del pueblo grande, aquí vives tú, el anciano, el criador, trece de los arroyos, trece de los sillas, tú el criado, el criado, el criado,","ndo3o3 yu3ba(4)=e4 santísimo sa3kan4 ko3o3 yu3bi4=ndo4 sa3kan4 ko3o3 ta3yu2 ndo'4o1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na'14a1 na1 nda4ku3 ki3ti4 ku'4u2 tan3 bi3tin3 ndi4 ndo1o3=ndo4, bi3tin3 ndi4 ndo1o3=ndo4."
