,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
10,2010-12-15-a,2010-12-15-a_000010,Constantino Teodoro Bautista,"yo3o3 su'1ma4 ku4u4 su'1ma(4)=on4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","yo3o3 su'1ma4 ku4u4 su'1ma(4)=on4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","""¿De quién es tu cola gatita?"", le preguntó su hermano.","la enfermedad de las manos, de los pies, de las rodillas, de los huesos, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas, de las rodillas.",na1 ni1-xi1xi1 nda'3a4 na1 ni1-xi1xi1 i1i4 na1 ni1-xi1xi1 i1i4 na1 ni1-xi1xi1 i1i4 na1 ni1-xi1xi1 i1i4 na1 ni1-xi1xi1 i1i4 na1 ni1-xi1xi1 i1i4 na1 ni1-xi1xi1xi1 i1i4 na1 kan4 ku4u4 na1 ni1-xi1xi1 i1i4 na1 kan4 ku4u4 na1 ni1-xi1xi1
11,2010-12-15-a,2010-12-15-a_000011,Constantino Teodoro Bautista,"a4su3 ndi4 *cuchara** ka4chi'3i3 ña4 Ñu4la2 ña'1a3 xi4xi3 ta1 kan3to4ri2 ku4u(4)=a2, ka4chi2=an4 so'3o3 ji'4in4=ra3,","a4su3 ndi4 cuchara ka4chi'3i3 ña4 Ñu4la2 ña'1a3 xi4xi3 ta1 kan3to4ri2 ku4u(4)=a2, ka4chi2=an4 so'3o3 ji'4in4=ra3,","""Pues es la cuchara con que Ñula sirve la comida para el cantor"", le dijo ella.","Cuando iban a cazar me volví a ver y volví a cazar, volví a cazar y volvía a cazar y volvía a cazar y volvía a cazar y volvía a cazar y volvía a cazar y volvía a cazar.",na1 ni1-ka'3an3 ku4u4=na2 na1 ni1-ka'3an3 ku4u4=na2 na1 ni1-ka'3an3 ku4u4=na2 na1 ni1-ka'3an3 ku4u4=na2 na1 ni1-ka'3an3 ku4u4=na2 na1 ni1-ka'3an3 ku4u4=na2 na1 ni1-ka'3an3 nda'3a4 xa'1a4=na2 na1 ni1-ka'3an3 yu'3u4=na2 na1 ni1-ka'3an3
12,2010-12-15-a,2010-12-15-a_000012,Constantino Teodoro Bautista,"ja143 ka'4an2=ra1 ji'4in(4)=an4 ndi4, yo3o3 i3xi4 i3in4 ku4u4 i3xi4 i3in(4)=un4 ran4 mi4chun2","ja143 ka'4an2=ra1 ji'4in(4)=an4 ndi4, yo3o3 i3xi4 i3in4 ku4u4 i3xi4 i3in(4)=un4 ran4 mi4chun2","Luego su hermano le dijo, ""¿De quién son tus bellos gatita?"".","tú que hablaste con reverencia, tú que hablaste con reverencia, tú que hablaste con reverencia, tú que hablaste con reverencia, tú que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia, que hablaste con reverencia.",Yu3ku4 nda4-na1ma3 i1ta3 nda4-na1ma3 ndi4 yo'4o1 ku4u4 ta1 nda4-na1ma3 bi3tin3 ndi4 ta1a3 ku4u4 ta1 kan4 ndi4 ta1a3 ku4u4 ta1 kan4 ndi4 ta1a3 ku4u4 ta1 kan4 ndi4 ta1tan4 yu'3u4=ra2 ndi4 ta1tan4 i3ni2=ra1 ndi4 ta1tan4 i3ki4 ta1 se'1e3 ta1 ta4u3ni2
13,2010-12-15-a,2010-12-15-a_000013,Constantino Teodoro Bautista,"a4su3 ndi4 ti1ka4chi4 u1bi1 nu14u3 ndi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ña4 Ñu4la2 ku4u(4)=a2, ka4chi2 tu3ku(3)=an4 nda13-kwi3in(3)=an4 yu'3u4=ra3","a4su3 ndi4 ti1ka4chi4 u1bi1 nu14u3 ndi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ña4 Ñu4la2 ku4u(4)=a2, ka4chi2 tu3ku(3)=an4 nda13-kwi3in(3)=an4 yu'3u4=ra3","""Pues es la cobija de doble vista con que se tapa el cantor y su hermana Ñula"", le contestó su hermana.","eso es lo que dices, eso es lo que dices, eso es lo que dices, eso es lo que dices, eso es lo que dices.",ndo'4o1 ndi4 kwe'1e1 ti1ndo4o24 kwa4an2 ndo'4o1 ndi4 kwe'1e1 ti1ndo4o24 nde'3e4 ndo'4o1 ndi4 kwe'1e1 ti1ndo4o24 kwa4an2 ndo'4o1 ndi4 kwe'1e1 ti1ndo4o24 nda4a4 ndo'4o1 ndi4 kwe'1e1 ti1ndo4o24 kwa4an2 ndo'4o1 ndi4 kwe'1e1 ti1ndo4o24 nde'3e4 ndo'4o1
14,2010-12-15-a,2010-12-15-a_000014,Constantino Teodoro Bautista,"ku4u4=na2 na1 ba4li4 ka'4an2, ka'4an2=ra1 ji'4in4 ku'1ba3=ra2 tan3 nda4-kwi3in(3)=an4, i3kan4 ka'4an2=ra1 ji'4in(4)=an4 ndi4","ku4u4=na2 na1 ba4li4 ka'4an2, ka'4an2=ra1 ji'4in4 ku'1ba3=ra2 tan3 nda4-kwi3in(3)=an4, i3kan4 ka'4an2=ra1 ji'4in(4)=an4 ndi4","Eran niños, y le enseñ+o a su hermana a jugar con estas frases, él preguntando y ella contestando. Él le dijo,","si nos hacen una procesión, deben hacer cuatro procesión, cuatro veces deben hacer una procesión y deben ir a tomar aguardiente, aquí hay arroyos, hay sillas de todas las casas, de todas las casas, de todos los arroyos hay sillas de ustedes"", le dicen.",Ji1ni4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4 ta'4bi4
15,2010-12-15-a,2010-12-15-a_000015,Constantino Teodoro Bautista,"yo3o3 nda'3a4 ku4u4 nda'3a(4)=on4 ran4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","yo3o3 nda'3a4 ku4u4 nda'3a(4)=on4 ran4 mi4chun2, ka4chi2=ra1 ji'4in(4)=an4","""¿De quién es tu mano, pues gatita?"",","aquí me tocó con la mano, con el pie, con la boca, con la mano, y ahora voy a ver el diablo vivo, vivo, vivo, vivo.",U1ni1 yu3bi4 u1ni1 ta3yu2 ko3ndo'3o3 ndo'4o1 na'14a1 bi3tin3 ndi4 i3in3 ta'4nu1 ko3ndo'3o3 ndo'4o1 ndi4 i3ki4 ta'4nu1 ko3ndo'3o3=ndo4 ndi4 i3ki4 ta'4nu1 ko3ndo'3o3=ndo4 ndi4 i3ki4 ta'4nu1 ko3ndo'3o3=ndo4 ndi4 ya1 kan4 ku4u4 ndo'4o1
16,2010-12-15-a,2010-12-15-a_000016,Constantino Teodoro Bautista,a4su3 ndi4 xa'1a4 tun4 *mesa** xi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ku4u(4)=a2 ka4chi2=an4 so'3o3,a4su3 ndi4 xa'1a4 tun4 mesa xi4xi3 ta1 kan3to4ri2 ji'4in4 ku'1ba3=ra2 ku4u(4)=a2 ka4chi2=an4 so'3o3,"Pues son las patitas de la mesa donde el cantor come con su hermana"", le contestó ella.","nueve días y nueve sillas de ustedes los espíritus llamados <i>ñu1ka'4an4 na'14a1</i>, ahora primero se van a alegrar, ahora se van a alegrar, se van a alegrar con la discusión, con la enfemedad, con el viento rabioso, con el viento ladrón, con el viento rabioso, con el viento rabioso, con el viento hechicero.",ka'1an1 tu3ku(3)=e4 ji'4in4=na2 ndi4 ka'1an1 tu3ku(3)=e4 ji'4in4=na2 ndi4 ka'1an1 tu3ku3 ba'1a3 ka'1an1 tu3ku3 ba'1a3 ka'1an1 tu3ku3 ndi4 ka'1an1 tu3ku3 ba'1a3 ka'1an1 tu3ku3 ndu'1u1 ka'1an1 tu3ku3 ndu'1u1 ka'4an2=yu1 ji'4in4=na2 be'3e3 ndu'1u1
17,2010-12-15-a,2010-12-15-a_000017,Constantino Teodoro Bautista,"tan42 i3in3 tan42 i3in3 tu'1un3 kan4 ka'4an2=ra1 tan3, ji'4in4 ku'1ba3=ra2 nda4-kwi3in(3)=an4 ka4chi2=an4, ka4chi2=ra1 ji'4in(4)=an4 ndi4","tan42 i3in3 tan42 i3in3 tu'1un3 kan4 ka'4an2=ra1 tan3, ji'4in4 ku'1ba3=ra2 nda4-kwi3in(3)=an4 ka4chi2=an4, ka4chi2=ra1 ji'4in(4)=an4 ndi4","A cada frase que su hermano decía ella contestaba. Luego él le preguntó,","Dices que fue San Miguel quien te enseñó, ahora platícanos quién más te enseñó, qué te enseñaron, qué aprendiste, qué aprendiste.",I3kan4 i4yo(2)=a2 ka4chi2=na1 ndi4 be'3e3 nu14u3 be'3e3 nda3tu2 ka4chi2=na1 ji'4in(4)=a2 tan3 bi3tin3 ndi4 ku3ni2=yu(1)=a1 tan3 ku3ni2=yu(1)=a1 nda4a2 ba42 i4yo(2)=a2 sa3kan4 ndi4 nda3-kwi3in(3)=o4 ji'4in4 na1 ni1-ka'1an(1)=e4 ji'4in(4)=
18,2010-12-15-a,2010-12-15-a_000018,Constantino Teodoro Bautista,yo3o3 nu'1u3 ku4u4 nu'1u(3)=un4 ran4 mi4chun2,yo3o3 nu'1u3 ku4u4 nu'1u(3)=un4 ran4 mi4chun2,"""¿De quién son tus dientes gatita?""","No sirven para nada porque salen de ahí, dicen que hay un tipo de <i>ta3tu2 ya3a3 kwa'4a1</i>, pero la de color rojo no sirve, la de color blanco tampoco sirve para nada.",Ta3ba4=ndo4=a2 ji1ni4 xi4xi1 ta3ba4=ndo4=a2 ji1ni4 xi4xi1 ta3ba4=ndo4=a2 ji1ni4 xi4xi1 ta3ba4=ndo4 ji1ni4 xi4xi1 ta3ba4=ndo4 ji1ni4 xi4xi1 ta3ba4=ndo4 ji1ni4 xi4xi1 ta3ba4=ndo4 ji1ni4 xi4xi1 ta3ba4=ndo4 ji1ni4 xi4xi1 ta3ba4=ndo4 ji1ni4
19,2010-12-15-a,2010-12-15-a_000019,Constantino Teodoro Bautista,"a4su3 ndi4 bi1ka1 i3ki4 ka4chi'3i3 ña4 Ñu4la2 ji1ni(4)=an4 ku4u4=run4,ka4chi2=an4 so'3o3 chi2","a4su3 ndi4 bi1ka1 i3ki4 ka4chi'3i3 ña4 Ñu4la2 ji1ni(4)=an4 ku4u4=run4,ka4chi2=an4 so'3o3 chi2","""Pues es el peine de huesos con que Ñula se peina"", contestaba ella.","Ahí es la casa de los espíritus, ahora veré dónde está la casa de los espíritus, ahí es la casa de los espíritus. Ahí es la casa de los espíritus. Mm. Ahí es la casa de los espíritus.",I3kan4 ñu'4u(4)=un4 mi4i4 kwa'1an1 xu13xa(3)=on4 ndi4 u1xi1 u1ni1 yu3bi4 u1xi1 u1ni1 ta3yu2 ko3ndo(3)=on4 ya1 ko4ndo3 i3ñu4 be'3e3 ko4ndo3 i3ñu4 ta4xi3 kwa'4a4 ye'14e4 ko4ndo3 i3ñu4 ta4xi3 kwa'4a4 yu3ba4 ko4ndo3 i3ñu4 si'3i
20,2010-12-15-a,2010-12-15-a_000020,Constantino Teodoro Bautista,"nda4-kwi3in(3)=an4 yu'3u4 kan3to4ri2 ku'1ba(3)=en4 ndi4 kan3to4ri2 ku4u4 ta1 kan4 tan3, tan3 ña4 kan4 ndi4","nda4-kwi3in(3)=an4 yu'3u4 kan3to4ri2 ku'1ba(3)=en4 ndi4 kan3to4ri2 ku4u4 ta1 kan4 tan3, tan3 ña4 kan4 ndi4","Ella le contestaba así a su hermano el cantor, porque él era un cantor y ella,","en las cejas de las casas nacieron vainas de tierra brillante, tierra negra, tierra brillante, tierra taxa, vainas, ndu4ba, ndu4ba, nacieron días de ustedes, nacieron días de ustedes, les lamieron y les lamieron.",yo'4o4 nde4e4 na1 nda'4bi2 yu3ba4 na1 nda'4bi2 si'3i4 na1 nda'4bi2 ni1-ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1 nde3e3 ka'1an1
21,2010-12-15-a,2010-12-15-a_000021,Constantino Teodoro Bautista,mi4chun2 ka4chi2=ra1 ji'4in(4)=an4 ndi4 ña4 Ñu4la2 na3ni4 ku'1ba3=ra2 ku4u4=na2 na1 ba4li4 tan3,mi4chun2 ka4chi2=ra1 ji'4in(4)=an4 ndi4 ña4 Ñu4la2 na3ni4 ku'1ba3=ra2 ku4u4=na2 na1 ba4li4 tan3,"a ella él le decía gatita, pero su hermana se llamaba Ñula, eran niños pequeños","Y la gente que me dice cosas buenas, ellos me dicen y yo voy porque me dicen cosas buenas, pero la gente que me dice cosas malas ya no voy a ir con ellos.",I3kan4 ju13ndu'4u4 yo'4o1 ta1 na'14a1 ta1 na'14a1 ta1 na'14a1 ta1 na'14a1 ta1 na'14a1 ta1 na'14a1 ta1 i1ñu1 ko'3o3 ndo'4o1 na1 na'14a1 xi4xi3 ta1 na'14a1 xi4xi3 ta1 na'14a1 xi4kwi'4na4 ta1 na'14a1 yo'4o4 ndo'4o1
22,2010-12-15-a,2010-12-15-a_000022,Constantino Teodoro Bautista,"nde4e4=na2 be'3e3=na2 tan3 ka'4an2=ra1 ji'4in(4)=an4 ku4u4=ña4, ku4u4=na2 na1 nda'4bi2","nde4e4=na2 be'3e3=na2 tan3 ka'4an2=ra1 ji'4in(4)=an4 ku4u4=ña4, ku4u4=na2 na1 nda'4bi2",que jugaban en sus casas pues eran niños huérfanos.,"en medio del Mamey Grande, aquí vives tú el que hace crecer, el que hace crecer, el de trece de los arroyos, el de trece de los silotes, tú el que hace la casa del señor del fuego, el señor del fuego, la casa del señor del fuego, la casa del señor del fuego, la casa del señor de la lluvia, la casa del señor del fuego, la casa del señor de la lluvia, la casa del señor de la lluvia, la casa del señor de la lluvia, la casa del señor de la lluvia, la casa del señor de la lluvia, la casa del señor de la lluvia,","ndo3o3 yu3ba(4)=e4 santísima, sa3kan4 ko3ndo3 yu3bi4=ra2 sa3kan4 ko3ndo3 ta3yu2 ndo'4o1 ndo'4o1 na1 ba'14a4 ndo'4o1 na1 ba'14a4 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1 ndo'4o1"
